brand,brand_slug,model,model_slug,version,version_slug,fuel,engine,full_name
RAM,ram,Rampage,rampage,2.0TD Rebel AT 4x4,2-0td-rebel-at-4x4,Diesel,2.0 L,RAM Rampage 2.0TD Rebel AT 4x4
RAM,ram,Rampage,rampage,2.0TD Laramie AT 4x4,2-0td-laramie-at-4x4,Diesel,2.0 L,RAM Rampage 2.0TD Laramie AT 4x4
Renault,renault,Alaskan,alaskan,2.3TD 4x2 Confort MT,2-3td-4x2-confort-mt,Diesel,2.3 L,Renault Alaskan 2.3TD 4x2 Confort MT
Renault,renault,Alaskan,alaskan,2.3TD 4x4 Iconic AT,2-3td-4x4-iconic-at,Diesel,2.3 L,Renault Alaskan 2.3TD 4x4 Iconic AT
Renault,renault,Arkana,arkana,1.3T Zen CVT,1-3t-zen-cvt,Nafta,1.3 L,Renault Arkana 1.3T Zen CVT
Renault,renault,Arkana,arkana,1.3T Intens CVT,1-3t-intens-cvt,Nafta,1.3 L,Renault Arkana 1.3T Intens CVT
Renault,renault,Arkana,arkana,1.3T Iconic CVT,1-3t-iconic-cvt,Nafta,1.3 L,Renault Arkana 1.3T Iconic CVT
Renault,renault,Duster,duster,1.6L Zen MT,1-6l-zen-mt,Nafta,1.6 L,Renault Duster 1.6L Zen MT
Renault,renault,Duster,duster,1.3T Intens CVT,1-3t-intens-cvt,Nafta,1.3 L,Renault Duster 1.3T Intens CVT
Renault,renault,Duster,duster,1.3T Iconic CVT 4x4,1-3t-iconic-cvt-4x4,Nafta,1.3 L,Renault Duster 1.3T Iconic CVT 4x4
Renault,renault,Kangoo,kangoo,1.6L Confort 1PLC,1-6l-confort-1plc,Nafta,1.6 L,Renault Kangoo 1.6L Confort 1PLC
Renault,renault,Kangoo,kangoo,1.6L Confort 2PLC,1-6l-confort-2plc,Nafta,1.6 L,Renault Kangoo 1.6L Confort 2PLC
Renault,renault,Kangoo,kangoo,1.5TD Confort 1PLC,1-5td-confort-1plc,Diesel,1.5 L,Renault Kangoo 1.5TD Confort 1PLC
Renault,renault,Kardian,kardian,1.0T Zen CVT,1-0t-zen-cvt,Nafta,1.0 L,Renault Kardian 1.0T Zen CVT
Renault,renault,Kardian,kardian,1.0T Intens CVT,1-0t-intens-cvt,Nafta,1.0 L,Renault Kardian 1.0T Intens CVT
Renault,renault,Kardian,kardian,1.0T Iconic CVT,1-0t-iconic-cvt,Nafta,1.0 L,Renault Kardian 1.0T Iconic CVT
Renault,renault,Koleos,koleos,2.5L Intens CVT 4x4,2-5l-intens-cvt-4x4,Nafta,2.5 L,Renault Koleos 2.5L Intens CVT 4x4
Renault,renault,Kwid,kwid,1.0L Zen MT,1-0l-zen-mt,Nafta,1.0 L,Renault Kwid 1.0L Zen MT
Renault,renault,Kwid,kwid,1.0L Intens MT,1-0l-intens-mt,Nafta,1.0 L,Renault Kwid 1.0L Intens MT
Renault,renault,Kwid,kwid,E-Tech Intens,e-tech-intens,Eléctrico,Eléctrico,Renault Kwid E-Tech Intens
Renault,renault,Logan,logan,1.6L Life MT,1-6l-life-mt,Nafta,1.6 L,Renault Logan 1.6L Life MT
Renault,renault,Logan,logan,1.6L Zen MT,1-6l-zen-mt,Nafta,1.6 L,Renault Logan 1.6L Zen MT
Renault,renault,Logan,logan,1.0T Intens CVT,1-0t-intens-cvt,Nafta,1.0 L,Renault Logan 1.0T Intens CVT
Renault,renault,Master,master,2.3TD Furgón L1H1 MT,2-3td-furgon-l1h1-mt,Diesel,2.3 L,Renault Master 2.3TD Furgón L1H1 MT
Renault,renault,Master,master,2.3TD Furgón L2H2 MT,2-3td-furgon-l2h2-mt,Diesel,2.3 L,Renault Master 2.3TD Furgón L2H2 MT
Renault,renault,Master,master,2.3TD Minibus MT,2-3td-minibus-mt,Diesel,2.3 L,Renault Master 2.3TD Minibus MT
Renault,renault,Sandero,sandero,1.6L Life MT,1-6l-life-mt,Nafta,1.6 L,Renault Sandero 1.6L Life MT
Renault,renault,Sandero,sandero,1.0T Zen CVT,1-0t-zen-cvt,Nafta,1.0 L,Renault Sandero 1.0T Zen CVT
Renault,renault,Sandero,sandero,1.0T Intens CVT,1-0t-intens-cvt,Nafta,1.0 L,Renault Sandero 1.0T Intens CVT
Renault,renault,Stepway,stepway,1.6L Zen MT,1-6l-zen-mt,Nafta,1.6 L,Renault Stepway 1.6L Zen MT
Renault,renault,Stepway,stepway,1.0T Intens CVT,1-0t-intens-cvt,Nafta,1.0 L,Renault Stepway 1.0T Intens CVT
Renault,renault,Stepway,stepway,1.0T Iconic CVT,1-0t-iconic-cvt,Nafta,1.0 L,Renault Stepway 1.0T Iconic CVT
SWM,swm,G01F,g01f,1.5T Comfort AT,1-5t-comfort-at,Nafta,1.5 L,SWM G01F 1.5T Comfort AT
SWM,swm,G01F,g01f,1.5T Luxury AT,1-5t-luxury-at,Nafta,1.5 L,SWM G01F 1.5T Luxury AT
Sero Electric,sero-electric,Cargo,cargo,Furgón,furgon,Eléctrico,Eléctrico,Sero Electric Cargo Furgón
Sero Electric,sero-electric,Sedán,sedan,Standard,standard,Eléctrico,Eléctrico,Sero Electric Sedán Standard
Shineray,shineray,T30,t30,1.5L Comfort MT,1-5l-comfort-mt,Nafta,1.5 L,Shineray T30 1.5L Comfort MT
SsangYong,ssangyong,Korando,korando,1.5T AT 4x2,1-5t-at-4x2,Nafta,1.5 L,SsangYong Korando 1.5T AT 4x2
SsangYong,ssangyong,Korando,korando,1.5T AT 4x4,1-5t-at-4x4,Nafta,1.5 L,SsangYong Korando 1.5T AT 4x4
SsangYong,ssangyong,Musso,musso,2.2TD Grand 4x4 AT,2-2td-grand-4x4-at,Diesel,2.2 L,SsangYong Musso 2.2TD Grand 4x4 AT
SsangYong,ssangyong,Rexton,rexton,2.2TD 4x4 AT,2-2td-4x4-at,Diesel,2.2 L,SsangYong Rexton 2.2TD 4x4 AT
SsangYong,ssangyong,Torres,torres,1.5T AT,1-5t-at,Nafta,1.5 L,SsangYong Torres 1.5T AT
Subaru,subaru,Crosstrek,crosstrek,2.0L AWD CVT,2-0l-awd-cvt,Nafta,2.0 L,Subaru Crosstrek 2.0L AWD CVT
Subaru,subaru,Forester,forester,2.5L AWD CVT,2-5l-awd-cvt,Nafta,2.5 L,Subaru Forester 2.5L AWD CVT
Subaru,subaru,Impreza,impreza,2.0L AWD CVT,2-0l-awd-cvt,Nafta,2.0 L,Subaru Impreza 2.0L AWD CVT
Subaru,subaru,Outback,outback,2.5L AWD CVT,2-5l-awd-cvt,Nafta,2.5 L,Subaru Outback 2.5L AWD CVT
Subaru,subaru,WRX,wrx,2.4T AWD GT CVT,2-4t-awd-gt-cvt,Nafta,2.4 L,Subaru WRX 2.4T AWD GT CVT
Suzuki,suzuki,Fronx,fronx,1.0T GL AT,1-0t-gl-at,Nafta,1.0 L,Suzuki Fronx 1.0T GL AT
Suzuki,suzuki,Fronx,fronx,1.0T GLX AT,1-0t-glx-at,Nafta,1.0 L,Suzuki Fronx 1.0T GLX AT
Suzuki,suzuki,Grand Vitara,grand-vitara,1.5T GL AT,1-5t-gl-at,Nafta,1.5 L,Suzuki Grand Vitara 1.5T GL AT
Suzuki,suzuki,Grand Vitara,grand-vitara,1.5T GLX AT 4x4,1-5t-glx-at-4x4,Nafta,1.5 L,Suzuki Grand Vitara 1.5T GLX AT 4x4
Suzuki,suzuki,Jimny,jimny,1.5L GL MT 4x4,1-5l-gl-mt-4x4,Nafta,1.5 L,Suzuki Jimny 1.5L GL MT 4x4
Suzuki,suzuki,Jimny,jimny,1.5L GLX AT 4x4,1-5l-glx-at-4x4,Nafta,1.5 L,Suzuki Jimny 1.5L GLX AT 4x4
Suzuki,suzuki,Swift,swift,1.2L GL MT,1-2l-gl-mt,Nafta,1.2 L,Suzuki Swift 1.2L GL MT
Suzuki,suzuki,Swift,swift,1.2L GLX AT,1-2l-glx-at,Nafta,1.2 L,Suzuki Swift 1.2L GLX AT
TANK,tank,300,300,2.0T AT 4x4,2-0t-at-4x4,Nafta,2.0 L,TANK 300 2.0T AT 4x4
TANK,tank,500,500,3.0T V6 AT 4x4,3-0t-v6-at-4x4,Nafta,3.0 L,TANK 500 3.0T V6 AT 4x4
Toyota,toyota,Camry,camry,3.5L V6 AT,3-5l-v6-at,Nafta,3.5 L,Toyota Camry 3.5L V6 AT
Toyota,toyota,Corolla,corolla,2.0L XLi MT,2-0l-xli-mt,Nafta,2.0 L,Toyota Corolla 2.0L XLi MT
Toyota,toyota,Corolla,corolla,2.0L XLi CVT,2-0l-xli-cvt,Nafta,2.0 L,Toyota Corolla 2.0L XLi CVT
Toyota,toyota,Corolla,corolla,2.0L SEG CVT,2-0l-seg-cvt,Nafta,2.0 L,Toyota Corolla 2.0L SEG CVT
Toyota,toyota,Corolla Cross,corolla-cross,2.0L XLi CVT,2-0l-xli-cvt,Nafta,2.0 L,Toyota Corolla Cross 2.0L XLi CVT
Toyota,toyota,Corolla Cross,corolla-cross,2.0L SEG CVT,2-0l-seg-cvt,Nafta,2.0 L,Toyota Corolla Cross 2.0L SEG CVT
Toyota,toyota,Corolla Cross,corolla-cross,Hybrid SEG E-CVT,hybrid-seg-e-cvt,Nafta Eléctrico,1.8 L,Toyota Corolla Cross Hybrid SEG E-CVT
Toyota,toyota,GR86,gr86,2.4L AT,2-4l-at,Nafta,2.4 L,Toyota GR86 2.4L AT
Toyota,toyota,Hilux,hilux,2.4TD 4x2 DX MT SC,2-4td-4x2-dx-mt-sc,Diesel,2.4 L,Toyota Hilux 2.4TD 4x2 DX MT SC
Toyota,toyota,Hilux,hilux,2.4TD 4x2 DX MT DC,2-4td-4x2-dx-mt-dc,Diesel,2.4 L,Toyota Hilux 2.4TD 4x2 DX MT DC
Toyota,toyota,Hilux,hilux,2.8TD 4x2 SR MT,2-8td-4x2-sr-mt,Diesel,2.8 L,Toyota Hilux 2.8TD 4x2 SR MT
Toyota,toyota,Hilux,hilux,2.8TD 4x2 SRV AT,2-8td-4x2-srv-at,Diesel,2.8 L,Toyota Hilux 2.8TD 4x2 SRV AT
Toyota,toyota,Hilux,hilux,2.8TD 4x4 SRV AT,2-8td-4x4-srv-at,Diesel,2.8 L,Toyota Hilux 2.8TD 4x4 SRV AT
Toyota,toyota,Hilux,hilux,2.8TD 4x4 SRX AT,2-8td-4x4-srx-at,Diesel,2.8 L,Toyota Hilux 2.8TD 4x4 SRX AT
Toyota,toyota,Hilux,hilux,2.8TD 4x4 GR-Sport AT,2-8td-4x4-gr-sport-at,Diesel,2.8 L,Toyota Hilux 2.8TD 4x4 GR-Sport AT
Toyota,toyota,Land Cruiser,land-cruiser,2.8TD VX AT 4x4,2-8td-vx-at-4x4,Diesel,2.8 L,Toyota Land Cruiser 2.8TD VX AT 4x4
Toyota,toyota,Land Cruiser Prado,land-cruiser-prado,2.8TD TX-L AT 4x4,2-8td-tx-l-at-4x4,Diesel,2.8 L,Toyota Land Cruiser Prado 2.8TD TX-L AT 4x4
Toyota,toyota,Land Cruiser Prado,land-cruiser-prado,2.8TD VX AT 4x4,2-8td-vx-at-4x4,Diesel,2.8 L,Toyota Land Cruiser Prado 2.8TD VX AT 4x4
Toyota,toyota,RAV4,rav4,2.5L CVT 4x2,2-5l-cvt-4x2,Nafta,2.5 L,Toyota RAV4 2.5L CVT 4x2
Toyota,toyota,RAV4,rav4,Hybrid Limited E-CVT 4x4,hybrid-limited-e-cvt-4x4,Nafta Eléctrico,2.5 L,Toyota RAV4 Hybrid Limited E-CVT 4x4
Toyota,toyota,SW4,sw4,2.8TD SRX AT 4x4 5 asientos,2-8td-srx-at-4x4-5-asientos,Diesel,2.8 L,Toyota SW4 2.8TD SRX AT 4x4 5 asientos
Toyota,toyota,SW4,sw4,2.8TD SRX AT 4x4 7 asientos,2-8td-srx-at-4x4-7-asientos,Diesel,2.8 L,Toyota SW4 2.8TD SRX AT 4x4 7 asientos
Toyota,toyota,SW4,sw4,2.8TD Diamond AT 4x4,2-8td-diamond-at-4x4,Diesel,2.8 L,Toyota SW4 2.8TD Diamond AT 4x4
Toyota,toyota,SW4,sw4,2.8TD GR-Sport AT 4x4,2-8td-gr-sport-at-4x4,Diesel,2.8 L,Toyota SW4 2.8TD GR-Sport AT 4x4
Toyota,toyota,Yaris,yaris,1.5L XS MT,1-5l-xs-mt,Nafta,1.5 L,Toyota Yaris 1.5L XS MT
Toyota,toyota,Yaris,yaris,1.5L XS CVT,1-5l-xs-cvt,Nafta,1.5 L,Toyota Yaris 1.5L XS CVT
Toyota,toyota,Yaris,yaris,1.5L XLS CVT,1-5l-xls-cvt,Nafta,1.5 L,Toyota Yaris 1.5L XLS CVT
Volkswagen,volkswagen,Amarok,amarok,DC 4x2 Trendline,dc-4x2-trendline,Diesel,2.0 L,Volkswagen Amarok DC 4x2 Trendline
Volkswagen,volkswagen,Amarok,amarok,DC 4x2 Comfortline,dc-4x2-comfortline,Diesel,2.0 L,Volkswagen Amarok DC 4x2 Comfortline
Volkswagen,volkswagen,Amarok,amarok,DC 4x4 Highline AT,dc-4x4-highline-at,Diesel,2.0 L,Volkswagen Amarok DC 4x4 Highline AT
Volkswagen,volkswagen,Amarok,amarok,DC V6 4x4 Extreme AT,dc-v6-4x4-extreme-at,Diesel,3.0 L,Volkswagen Amarok DC V6 4x4 Extreme AT
Volkswagen,volkswagen,Amarok,amarok,DC V6 4x4 Heroes AT,dc-v6-4x4-heroes-at,Diesel,3.0 L,Volkswagen Amarok DC V6 4x4 Heroes AT
Volkswagen,volkswagen,Nivus,nivus,170 TSi Comfortline AT,170-tsi-comfortline-at,Nafta,1.0 L,Volkswagen Nivus 170 TSi Comfortline AT
Volkswagen,volkswagen,Nivus,nivus,170 TSi Highline AT,170-tsi-highline-at,Nafta,1.0 L,Volkswagen Nivus 170 TSi Highline AT
Volkswagen,volkswagen,Polo 5P,polo-5p,1.6L Track MSi,1-6l-track-msi,Nafta,1.6 L,Volkswagen Polo 5P 1.6L Track MSi
Volkswagen,volkswagen,Polo 5P,polo-5p,170 TSi Comfortline,170-tsi-comfortline,Nafta,1.0 L,Volkswagen Polo 5P 170 TSi Comfortline
Volkswagen,volkswagen,Polo 5P,polo-5p,1.0L Highline 170 TSi,1-0l-highline-170-tsi,Nafta,1.0 L,Volkswagen Polo 5P 1.0L Highline 170 TSi
Volkswagen,volkswagen,Saveiro,saveiro,1.6L Safety MT CS,1-6l-safety-mt-cs,Nafta,1.6 L,Volkswagen Saveiro 1.6L Safety MT CS
Volkswagen,volkswagen,Saveiro,saveiro,1.6L Comfortline MT CS,1-6l-comfortline-mt-cs,Nafta,1.6 L,Volkswagen Saveiro 1.6L Comfortline MT CS
Volkswagen,volkswagen,Saveiro,saveiro,1.6L Cross MT CD,1-6l-cross-mt-cd,Nafta,1.6 L,Volkswagen Saveiro 1.6L Cross MT CD
Volkswagen,volkswagen,T-Cross,t-cross,170 TSi Trendline AT,170-tsi-trendline-at,Nafta,1.0 L,Volkswagen T-Cross 170 TSi Trendline AT
Volkswagen,volkswagen,T-Cross,t-cross,170 TSi Comfortline AT,170-tsi-comfortline-at,Nafta,1.0 L,Volkswagen T-Cross 170 TSi Comfortline AT
Volkswagen,volkswagen,T-Cross,t-cross,170 TSi Highline AT,170-tsi-highline-at,Nafta,1.0 L,Volkswagen T-Cross 170 TSi Highline AT
Volkswagen,volkswagen,Taos,taos,250 TSi Comfortline AT,250-tsi-comfortline-at,Nafta,1.4 L,Volkswagen Taos 250 TSi Comfortline AT
Volkswagen,volkswagen,Taos,taos,250 TSi Highline AT,250-tsi-highline-at,Nafta,1.4 L,Volkswagen Taos 250 TSi Highline AT
Volkswagen,volkswagen,Taos,taos,250 TSi Extreme AT,250-tsi-extreme-at,Nafta,1.4 L,Volkswagen Taos 250 TSi Extreme AT
Volkswagen,volkswagen,Tera,tera,1.0T Trend Base MT,1-0t-trend-base-mt,Nafta,1.0 L,Volkswagen Tera 1.0T Trend Base MT
Volkswagen,volkswagen,Tera,tera,1.0T Trend MT,1-0t-trend-mt,Nafta,1.0 L,Volkswagen Tera 1.0T Trend MT
Volkswagen,volkswagen,Tera,tera,1.0T Comfortline AT,1-0t-comfortline-at,Nafta,1.0 L,Volkswagen Tera 1.0T Comfortline AT
Volkswagen,volkswagen,Tiguan,tiguan,250 TSi Comfortline AT,250-tsi-comfortline-at,Nafta,1.4 L,Volkswagen Tiguan 250 TSi Comfortline AT
Volkswagen,volkswagen,Tiguan,tiguan,350 TSi Highline AT,350-tsi-highline-at,Nafta,2.0 L,Volkswagen Tiguan 350 TSi Highline AT
Volkswagen,volkswagen,Tiguan,tiguan,380 TSi R-Line AT 4Motion,380-tsi-r-line-at-4motion,Nafta,2.0 L,Volkswagen Tiguan 380 TSi R-Line AT 4Motion
Volkswagen,volkswagen,Vento GLI,vento-gli,2.0T GLI DSG,2-0t-gli-dsg,Nafta,2.0 L,Volkswagen Vento GLI 2.0T GLI DSG
Volkswagen,volkswagen,Virtus,virtus,170 TSi Comfortline AT,170-tsi-comfortline-at,Nafta,1.0 L,Volkswagen Virtus 170 TSi Comfortline AT
Volkswagen,volkswagen,Virtus,virtus,170 TSi Highline AT,170-tsi-highline-at,Nafta,1.0 L,Volkswagen Virtus 170 TSi Highline AT
Volvo,volvo,XC40,xc40,T4 Momentum AT AWD,t4-momentum-at-awd,Nafta,2.0 L,Volvo XC40 T4 Momentum AT AWD
Volvo,volvo,XC40,xc40,T5 R-Design AT AWD,t5-r-design-at-awd,Nafta,2.0 L,Volvo XC40 T5 R-Design AT AWD
Volvo,volvo,XC40,xc40,Recharge Pure Electric,recharge-pure-electric,Eléctrico,Eléctrico,Volvo XC40 Recharge Pure Electric
Volvo,volvo,XC60,xc60,T5 Momentum AT AWD,t5-momentum-at-awd,Nafta,2.0 L,Volvo XC60 T5 Momentum AT AWD
Volvo,volvo,XC60,xc60,T8 Inscription AT AWD,t8-inscription-at-awd,Nafta Eléctrico,2.0 L,Volvo XC60 T8 Inscription AT AWD
Volvo,volvo,XC90,xc90,T8 Inscription AT AWD,t8-inscription-at-awd,Nafta Eléctrico,2.0 L,Volvo XC90 T8 Inscription AT AWD
